season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,ngs_position,week,game_type,status_description_abbr,football_name,draft_number,age
2000,NYG,RB,RB,21,ACT,Tiki Barber,Atiim,Barber,1975-04-07,70.0,200.0,,00-0000745,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/envscajcftvy5low6aod",BAR025952,,32004241-5202-5952-ff0f-6062a78056a2,,,,,,,,,,25.0
2000,CHI,RB,RB,32,ACT,Marlon Barnes,Marlon,Barnes,1976-03-13,69.0,215.0,,00-0000781,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnziix0ooiynqtdpdl0a",BAR346651,,32004241-5234-6651-b768-23d6f5876dd1,,,,,,,,,,24.0
2000,CIN,RB,RB,35,RES,Michael Basnight,Michael,Basnight,1977-09-03,73.0,235.0,,00-0000856,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q0gke2pnng5v6ui0pwpf",BAS272938,,32004241-5327-2938-e8a6-cd594b6d600b,,,,,,,,,,22.0
2000,DET,RB,RB,31,ACT,Mario Bates,Mario,Bates,1973-01-16,74.0,239.0,,00-0000871,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xkxxacls8uwotyxllfw7",BAT111777,,32004241-5411-1777-c68a-f92810548e20,,,,,,,,,,27.0
2000,CAR,RB,RB,24,ACT,Michael Bates,Michael,Bates,1969-12-19,70.0,189.0,,00-0000872,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awyey2nffgfupqrgyrzk",BAT119733,,32004241-5411-9733-cc00-9fb76d72bf1a,,,,,,,,,,30.0
2000,SF,RB,FB,40,ACT,Fred Beasley,Frederick,Beasley,1974-09-18,72.0,235.0,,00-0000942,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umrhfjqh3zwaqrj20h48",BEA438309,,32004245-4143-8309-eea3-e8dea95ca527,,,,,,,,,,25.0
2000,CIN,RB,RB,36,ACT,Brandon Bennett,Brandon,Bennett,1973-02-03,71.0,220.0,,00-0001098,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/whclaaky7vs2albge9yz",BEN258918,,32004245-4e25-8918-52e2-cdec4c0881a2,,,,,,,,,,27.0
2000,KC,RB,FB,30,ACT,Donnell Bennett,Donnell,Bennett,1972-09-14,72.0,239.0,,00-0001102,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjugjsobqac1s5w7syhr",BEN321842,,32004245-4e32-1842-a18d-d8811f2702b9,,,,,,,,,,27.0
2000,NYG,RB,RB,44,RES,Sean Bennett,William,Bennett,1977-03-17,73.0,230.0,,00-0001112,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xefv2sqbthdgmtf5nl13",BEN472065,,32004245-4e47-2065-3929-f1eba0275b65,,,,,,,,,,23.0
2000,PIT,RB,RB,36,ACT,Jerome Bettis,Jerome,Bettis,1972-02-16,71.0,250.0,,00-0001215,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zqdmcbadbq7eo8tvjwas",BET627285,,32004245-5462-7285-fc69-35fc3ef5a78c,,,,,,,,,,28.0
2000,CAR,RB,RB,21,ACT,Tim Biakabutuka,Tshimanga,Biakabutuka,1974-01-24,72.0,215.0,,00-0001224,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zddb5ifihjn4und73g8q",BIA166115,,32004249-4116-6115-551e-7d8040cd7f81,,,,,,,,,,26.0
2000,SEA,RB,FB,34,ACT,Reggie Brown,Regilyn,Brown,1973-06-26,72.0,244.0,,00-0002027,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twphg1bu1oso33rwju8e",BRO611133,,32004252-4f61-1133-3562-fc6207b3861b,,,,,,,,,,27.0
2000,BUF,RB,RB,38,ACT,Shawn Bryson,Adrian,Bryson,1976-11-30,73.0,233.0,,00-0002159,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tjkagzj6tmsuaorj47lz",BRY821961,,32004252-5982-1961-4e6d-fb4bd8622c54,,,,,,,,,,23.0
2000,SD,RB,RB,43,ACT,Kenny Bynum,Kenneth,Bynum,1974-05-29,71.0,191.0,,00-0002459,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mbmrxcdtu9iisxbaxiax",BYN541722,,32004259-4e54-1722-efa3-998c252ee2ab,,,,,,,,,,26.0
2000,NE,RB,FB,30,ACT,Tony Carter,Antonio,Carter,1972-08-23,72.0,235.0,,00-0002713,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sda9g8npaf7fm1t59rws",CAR614610,,32004341-5261-4610-c568-1a2d183d9e02,,,,,,,,,,28.0
2000,WAS,RB,FB,37,ACT,Larry Centers,Larry,Centers,1968-06-01,72.0,225.0,,00-0002846,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sh7w1wpurvkvvggkvf1m",CEN553722,,32004345-4e55-3722-b4d9-2fa8b1f7e832,,,,,,,,,,32.0
2000,SD,RB,RB,32,ACT,Robert Chancey,Robert,Chancey,1972-09-07,72.0,252.0,,00-0002873,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vqwvnbizgbdyfqnonync",CHA189080,,32004348-4118-9080-ecc5-0d4cd6fb6e88,,,,,,,,,,27.0
2000,ATL,RB,FB,44,ACT,Bob Christian,Robert,Christian,1968-11-14,71.0,232.0,,00-0002970,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1o81bpnihwhsofw3gdc",CHR364011,,32004348-5236-4011-16dd-1e8883f98490,,,,,,,,,,31.0
2000,KC,RB,RB,34,ACT,Mike Cloud,Michael,Cloud,1975-07-01,70.0,205.0,,00-0003136,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cvpmw7nnlq0scha5khq4",CLO178116,,3200434c-4f17-8116-e78a-8065957ee585,,,,,,,,,,25.0
2000,NYG,RB,FB,34,ACT,Greg Comella,Gregory,Comella,1975-07-29,73.0,248.0,,00-0003344,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e70osgcsvfjjzvb87ney",COM241675,,3200434f-4d24-1675-7496-a418aa4ca5f0,,,,,,,,,,25.0
2000,OAK,RB,RB,32,ACT,Zack Crockett,Zachary,Crockett,1972-12-02,74.0,240.0,,00-0003663,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sf1zvlx6pabbv5gtqece",CRO076373,,32004352-4f07-6373-c771-498ee26e4abf,,,,,,,,,,27.0
2000,WAS,RB,RB,48,ACT,Stephen Davis,Stephen,Davis,1974-03-01,72.0,234.0,,00-0004052,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mzhrluspnc3bpp2e9ruy",DAV751941,,32004441-5675-1941-5aab-1806442fb0b8,,,,,,,,,,26.0
2000,DEN,RB,RB,30,ACT,Terrell Davis,Terrell,Davis,1972-10-28,71.0,210.0,,00-0004054,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/smkzf1k9eeymmon7dzco",DAV766905,,32004441-5676-6905-2b47-c597d123aee3,,,,,,,,,,27.0
2000,MIA,RB,RB,21,ACT,Autry Denson,Autry,Denson,1976-12-08,70.0,195.0,,00-0004200,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ydzqqrnx3xk3byu5dpts",DEN579801,,32004445-4e57-9801-16a7-c9ebe62bb53e,,,,,,,,,,23.0
2000,CIN,RB,RB,28,ACT,Corey Dillon,Corey,Dillon,1974-10-24,73.0,225.0,,00-0004304,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fkbrkwz0nztu20g3ljde",DIL255767,,32004449-4c25-5767-3a1d-51df79ea21a5,,,,,,,,,,25.0
2000,ATL,RB,RB,45,ACT,Gary Downs,Gary,Downs,1972-06-06,73.0,210.0,,00-0004495,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qtzrxhtsegthoordmmcz",DOW680145,,3200444f-5768-0145-1db2-850234ba5dd7,,,,,,,,,,28.0
2000,CHI,TE,TE,45,ACT,Scott Dragos,Scott,Dragos,1975-10-28,74.0,255.0,,00-0004508,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mhplxq5gsbvi8ahnhvl3",DRA117787,,32004452-4111-7787-ea53-13cebb8c6da7,,,,,,,,,,24.0
2000,WAS,RB,RB,32,TRD,Chad Dukes,Chad,Dukes,1971-12-29,72.0,230.0,,00-0004595,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sunv1b7fs0ami0rewxjm",DUK270111,,32004455-4b27-0111-4b3e-f3403dbe5f22,,,,,,,,,,28.0
2000,JAX,RB,RB,42,TRC,Chad Dukes,Chad,Dukes,1971-12-29,72.0,230.0,,00-0004595,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sunv1b7fs0ami0rewxjm",DUK270111,,32004455-4b27-0111-4b3e-f3403dbe5f22,,,,,,,,,,28.0
2000,STL,RB,RB,34,ACT,Chad Dukes,Chad,Dukes,1971-12-29,72.0,230.0,,00-0004595,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sunv1b7fs0ami0rewxjm",DUK270111,,32004455-4b27-0111-4b3e-f3403dbe5f22,,,,,,,,,,28.0
2000,TB,RB,RB,28,ACT,Warrick Dunn,Warrick,Dunn,1975-01-05,68.0,180.0,,00-0004640,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g5mn0hydlozzo7cuasg8",DUN705495,,32004455-4e70-5495-f3e4-6dc7c4e368a2,,,,,,,,,,25.0
2000,CHI,RB,RB,38,ACT,Brian Edwards,Brian,Edwards,1976-06-06,73.0,230.0,,00-0004752,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lb1jjn3beglihy0icvll",EDW132048,,32004544-5713-2048-decf-0a6c86f814ba,,,,,,,,,,24.0
2000,CLE,RB,FB,44,ACT,Marc Edwards,Marc,Edwards,1974-11-17,72.0,240.0,,00-0004768,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/znwj9srxhjzvi7ni5ds1",EDW606990,,32004544-5760-6990-4155-5a39b2ee6e4c,,,,,,,,,,25.0
2000,NE,RB,RB,47,RES,Robert Edwards,Robert,Edwards,1974-10-02,71.0,218.0,,00-0004774,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/idmnfrtnzdmpp3plskwr",EDW650877,,32004544-5765-0877-38df-1d561571962b,,,,,,,,,,25.0
2000,CHI,RB,RB,44,ACT,Curtis Enis,Curtis,Enis,1976-06-15,72.0,250.0,,00-0004916,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njqff7inehiv5pryf5pi",ENI540972,,3200454e-4954-0972-afce-23d725de1958,,,,,,,,,,24.0
2000,BAL,RB,RB,29,ACT,Chuck Evans,Charles,Evans,1967-04-16,73.0,245.0,,00-0004972,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxxtq0fznknbc8htkm96",EVA094239,,32004556-4109-4239-664a-e95c143bea6b,,,,,,,,,,33.0
2000,NE,RB,RB,33,ACT,Kevin Faulk,Kevin,Faulk,1976-06-05,68.0,200.0,,00-0005091,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tn3w20ec8x9oacqg51p5",FAU126264,,32004641-5512-6264-ad42-2b0145d4969d,,,,,,,,,,24.0
2000,STL,RB,RB,28,ACT,Marshall Faulk,Marshall,Faulk,1973-02-26,70.0,211.0,,00-0005092,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ker7p0exticomqhcbtjt",FAU138264,,32004641-5513-8264-5585-49996fee909b,,,,,,,,,,27.0
2000,SD,RB,RB,35,ACT,Jermaine Fazande,Jermaine,Fazande,1975-01-14,74.0,255.0,,00-0005110,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xk1mcslqmalzwdf9if28",FAZ083057,,32004641-5a08-3057-8ae1-f3fb5e5626ac,,,,,,,,,,25.0
2000,IND,RB,RB,36,ACT,Jim Finn,James,Finn,1976-12-09,70.0,240.0,,00-0005229,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fygw2zoowx6dtdrvwhhq",FIN462616,,32004649-4e46-2616-d150-ff9f8bc31777,,,,,,,,,,23.0
2000,SD,RB,RB,41,ACT,Terrell Fletcher,Terrell,Fletcher,1973-09-14,68.0,196.0,,00-0005324,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wjujd10uh6t0jbybbaek",FLE726755,,3200464c-4572-6755-bc90-6e247a460e3b,,,,,,,,,,26.0
2000,CLE,RB,FB,34,ACT,Chris Floyd,Christopher,Floyd,1975-06-23,74.0,235.0,,00-0005348,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7gbgku7msbjrqcqbo0z",FLO613040,,3200464c-4f61-3040-e0eb-f925b3380600,,,,,,,,,,25.0
2000,NE,RB,FB,37,TRD,Chris Floyd,Christopher,Floyd,1975-06-23,74.0,235.0,,00-0005348,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7gbgku7msbjrqcqbo0z",FLO613040,,3200464c-4f61-3040-e0eb-f925b3380600,,,,,,,,,,25.0
2000,CAR,RB,FB,40,RES,William Floyd,William,Floyd,1972-02-17,73.0,242.0,,00-0005361,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fihsrgr2kjmrjt8qgyef",FLO803020,,3200464c-4f80-3020-5cf4-38d4c5c45542,,,,,,,,,,28.0
2000,PIT,RB,RB,45,RES,Chris Fuamatu-Ma'afala,Chris,Fuamatu-Ma'afala,1977-03-04,71.0,252.0,,00-0005620,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g4qj5wnwrwfqzjzog3yk",FUA415291,,32004655-4141-5291-5d04-3342656a5544,,,,,,,,,,23.0
2000,SF,RB,RB,25,ACT,Charlie Garner,Charles,Garner,1972-02-13,69.0,187.0,,00-0005779,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i6vgoizxzlnf1ecxnzbq",GAR274242,,32004741-5227-4242-521a-ec9b9c57ee37,,,,,,,,,,28.0
2000,DEN,RB,RB,22,RES,Olandis Gary,Olandis,Gary,1975-05-18,71.0,218.0,,00-0005816,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg01lde6sju8yg6b2eib",GAR764520,,32004741-5276-4520-2a67-aa90c10d4fdb,,,,,,,,,,25.0
2000,BAL,RB,FB,32,ACT,Sam Gash,Samuel,Gash,1969-03-07,72.0,240.0,,00-0005822,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pguoym85xaq8uwimu14m",GAS153366,,32004741-5315-3366-4b8e-fdb02836f04f,,,,,,,,,,31.0
2000,TEN,RB,RB,27,ACT,Eddie George,Edward,George,1973-09-24,75.0,240.0,,00-0005883,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htepvetwtvjnl3viu9af",GEO098287,,32004745-4f09-8287-631f-400f952f639b,,,,,,,,,,26.0
2000,IND,RB,RB,30,ACT,Lennox Gordon,Lennox,Gordon,1978-09-09,71.0,201.0,,00-0006155,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n2ahzho8zoebynfsnzg8",GOR226989,,3200474f-5222-6989-ae92-6a3607e48653,,,,,,,,,,21.0
2000,GB,RB,RB,30,ACT,Ahman Green,Ahman,Green,1977-02-16,72.0,217.0,,00-0006305,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jywr5x0yw6oryiiaikbp",GRE035797,,32004752-4503-5797-873c-7b6697647ad8,,,,,,,,,,23.0
2000,DEN,RB,FB,29,ACT,Howard Griffith,Howard,Griffith,1967-11-17,72.0,240.0,,00-0006456,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pdlcmruxpeaz8jausch1",GRI439086,,32004752-4943-9086-3901-cf20fbff1bb3,,,,,,,,,,32.0
2000,CIN,RB,FB,46,ACT,Clif Groce,Clifton,Groce,1972-07-30,71.0,245.0,,00-0006482,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b9tuknosag4lebyuqtgy",GRO025753,,32004752-4f02-5753-cdd3-9347fb4b289e,,,,,,,,,,28.0
2000,TB,TE,TE,82,ACT,Patrick Hape,Patrick,Hape,1974-06-06,76.0,262.0,,00-0006804,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ie8dudx6mqii3pxy7ukz",HAP401791,,32004841-5040-1791-50f6-e38a52862419,,,,,,,,,,26.0
2000,SD,RB,RB,33,CUT,Derrick Harris,Sidney,Harris,1972-09-18,72.0,252.0,,00-0006930,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fya5lyd0uycwhijau950",HAR536296,,32004841-5253-6296-2f5a-77cfcc52a9c3,,,,,,,,,,27.0
2000,NE,RB,RB,29,CUT,Raymont Harris,Raymont,Harris,1970-12-23,72.0,230.0,,00-0006989,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/io8enhgtuxcxmwqsbmwc",HAR509905,,32004841-5250-9905-8ee4-eeacfd3947e3,,,,,,,,,,29.0
2000,DEN,RB,RB,34,TRD,Raymont Harris,Raymont,Harris,1970-12-23,72.0,230.0,,00-0006989,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/io8enhgtuxcxmwqsbmwc",HAR509905,,32004841-5250-9905-8ee4-eeacfd3947e3,,,,,,,,,,29.0
2000,SF,RB,RB,20,ACT,Garrison Hearst,Gerald,Hearst,1971-01-04,71.0,215.0,,00-0007180,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cskz5dnxqszembvw4mgb",HEA453213,,32004845-4145-3213-efde-638606c91aa9,,,,,,,,,,29.0
2000,GB,RB,FB,33,ACT,William Henderson,William,Henderson,1971-02-19,73.0,253.0,,00-0007254,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wqhcfs2jdjk21qai00rh",HEN148874,,32004845-4e14-8874-8a15-339d6f7fd449,,,,,,,,,,29.0
2000,CAR,RB,FB,44,ACT,Chris Hetherington,Christopher,Hetherington,1972-11-27,75.0,249.0,,00-0007357,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/na19cxqwjrdruhs2ysep",HET177981,,32004845-5417-7981-7641-c5dfa76d1913,,,,,,,,,,27.0
2000,WAS,RB,RB,20,ACT,Skip Hicks,Brian,Hicks,1974-10-13,72.0,230.0,,00-0007389,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnf6zpshevuct3qs0tou",HIC349959,,32004849-4334-9959-af2a-b0ae9b1ef09f,,,,,,,,,,25.0
2000,CLE,RB,RB,34,RES,Madre Hill,Madre,Hill,1976-01-02,71.0,199.0,,00-0007447,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlwwsrgehlv9geql4m39",HIL526500,,32004849-4c52-6500-d20a-4cc3b4e301ae,,,,,,,,,,24.0
2000,STL,RB,RB,42,ACT,James Hodgins,James,Hodgins,1977-04-30,71.0,230.0,,00-0007546,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbyeudue6rinjlocdtgw",HOD543222,,3200484f-4454-3222-c57e-113212be0a19,,,,,,,,,,23.0
2000,STL,RB,RB,25,ACT,Robert Holcombe,Robert,Holcombe,1975-12-11,71.0,220.0,,00-0007579,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qne0eezz0qtf0unm5p5p",HOL018594,,3200484f-4c01-8594-a8ee-5d23ddabc44f,,,,,,,,,,24.0
2000,BAL,RB,RB,33,ACT,Priest Holmes,Priest,Holmes,1973-10-07,69.0,205.0,,00-0007661,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dzul271lozkuowxqh9r7",HOL627237,,3200484f-4c62-7237-50e7-ac4e50ab9980,,,,,,,,,,26.0
2000,JAX,RB,RB,24,CUT,Chris Howard,Christopher,Howard,1975-05-02,70.0,221.0,,00-0007795,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jzipeoi6fg8c3elhnkan",HOW109327,,3200484f-5710-9327-762e-ab4001c4b8f9,,,,,,,,,,25.0
2000,PIT,RB,RB,33,ACT,Richard Huntley,Richard,Huntley,1972-09-18,71.0,225.0,,00-0007969,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmxf2xs7wnrdw936z2x0",HUN825518,,32004855-4e82-5518-45a0-b561bc6f891f,,,,,,,,,,27.0
2000,DET,RB,RB,33,ACT,Sedrick Irvin,Sedrick,Irvin,1978-03-30,71.0,226.0,,00-0008046,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vcymupb12wzaefa8axe4",IRV685225,,32004952-5668-5225-dcb7-8c457f5ba5e4,,,,,,,,,,22.0
2000,SF,RB,RB,22,ACT,Terry Jackson,Terrance,Jackson,1976-01-10,72.0,232.0,,00-0008196,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qmtsrlywespfgjh2nv0j",JAC573278,,32004a41-4357-3278-48f9-c406641d6bd7,,,,,,,,,,24.0
2000,IND,RB,RB,32,ACT,Edgerrin James,Edgerrin,James,1978-08-01,72.0,216.0,,00-0008241,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g7i6v01dasbvebawxwdm",JAM177189,,32004a41-4d17-7189-b6e7-03593bf4f214,,,,,,,,,,22.0
2000,SF,RB,RB,32,RES,Travis Jervey,Travis,Jervey,1972-05-05,72.0,222.0,,00-0008391,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k3skuauokzyykhxxyyxe",JER599865,,32004a45-5259-9865-65cb-92a7dc18c54b,,,,,,,,,,28.0
2000,JAX,RB,RB,23,ACT,Anthony Johnson,Anthony,Johnson,1967-10-25,72.0,225.0,,00-0008430,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n8lrvxidbxfpitenqrg3",JOH058284,,32004a4f-4805-8284-6362-ca5328e5b6d2,,,,,,,,,,32.0
2000,MIA,RB,RB,32,ACT,J.J. Johnson,James,Johnson,1974-04-20,73.0,232.0,,00-0008529,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vz4fy0fwi4wxzv9ber62",JOH324204,,32004a4f-4832-4204-2385-d73c478e0ee7,,,,,,,,,,26.0
2000,NYJ,RB,RB,32,ACT,Leon Johnson,William,Johnson,1974-07-13,72.0,218.0,,00-0008568,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0dnz6k8biz2cgmsczds",JOH770022,,32004a4f-4877-0022-de85-f42d0c0bd6fa,,,,,,,,,,26.0
2000,OAK,RB,RB,28,ACT,Randy Jordan,Randy,Jordan,1970-06-06,71.0,220.0,,00-0008921,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qikom0sqarsx06xny7co",JOR529642,,32004a4f-5252-9642-1a48-d2b01c5ff837,,,,,,,,,,30.0
2000,OAK,RB,RB,26,ACT,Napoleon Kaufman,Napoleon,Kaufman,1973-06-07,69.0,185.0,,00-0009038,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jvxth3bcfblxhpihc2rw",KAU366462,,32004b41-5536-6462-6e0c-681e32069545,,,,,,,,,,27.0
