season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,ngs_position,week,game_type,status_description_abbr,football_name,draft_number,age
2000,DAL,WR,WR,85,ACT,Chris Brazzell,Christopher,Brazzell,1976-05-22,74.0,193.0,,00-0001719,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oeumtn7z0ngoyavgtzkx",BRA825381,,32004252-4182-5381-7292-5057c733740c,,,,,,,,,,24.0
2000,NYJ,WR,WR,82,CUT,Vincent Brisby,Vincent,Brisby,1971-01-25,75.0,200.0,,00-0001783,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xiwrg1cbpripmsaasofi",BRI492532,,32004252-4949-2532-4ae7-98b4ce68be84,,,,,,,,,,29.0
2000,CHI,WR,WR,83,ACT,Macey Brooks,Barry,Brooks,1975-02-02,77.0,215.0,,00-0001842,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjwucw2licgrrlavt32f",BRO116713,,32004252-4f11-6713-eadf-a4d75133c668,,,,,,,,,,25.0
2000,DEN,WR,WR,85,CUT,Robert Brooks,Robert,Brooks,1970-06-23,72.0,180.0,,00-0001848,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvqow0ubp9hjsnmocubd",BRO166566,,32004252-4f16-6566-6331-dba10c4955ed,,,,,,,,,,30.0
2000,PHI,WR,WR,85,ACT,Na Brown,Na,Brown,1977-02-22,72.0,196.0,,00-0002005,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eugx6mbgh5wmenl5kwpq",BRO567145,,32004252-4f56-7145-f84d-5fa9b638bd36,,,,,,,,,,23.0
2000,OAK,WR,WR,81,ACT,Tim Brown,Timothy,Brown,1966-07-22,72.0,195.0,,00-0002058,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ra9kiq4ocliinelsnhlw",BRO736644,,32004252-4f73-6644-9e13-32296335558c,,,,,,,,,,34.0
2000,NE,WR,WR,80,ACT,Troy Brown,Troy,Brown,1971-07-02,70.0,190.0,,00-0002068,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tejmydwbvuqydw2w3dd2",BRO741336,,32004252-4f74-1336-ba23-293b03f398d8,,,,,,,,,,29.0
2000,STL,WR,WR,80,ACT,Isaac Bruce,Isaac,Bruce,1972-11-10,72.0,188.0,,00-0002099,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/txgl2lvmyu3m28cltnib",BRU085284,,32004252-5508-5284-f394-5e776b7d5d81,,,,,,,,,,27.0
2000,CAR,WR,WR,89,CUT,Dialleo Burks,Dialleo,Burks,1974-07-07,74.0,181.0,,00-0002266,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p4tssenfnjrbjyfesnhv",BUR271892,,32004255-5227-1892-f2e3-cff997bcd988,,,,,,,,,,26.0
2000,CAR,WR,WR,82,ACT,Isaac Byrd,Isaac,Byrd,1974-11-16,73.0,188.0,,00-0002469,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utnyylferccz9ehq4gps",BYR427111,,32004259-5242-7111-c010-8a3fbababcc3,,,,,,,,,,25.0
2000,NE,WR,WR,82,CUT,Chris Calloway,Christopher,Calloway,1968-03-29,70.0,180.0,,00-0002544,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zttcfvieeohnynyu4lpa",CAL719836,,32004341-4c71-9836-19be-8ffe552f40a2,,,,,,,,,,32.0
2000,MIN,WR,WR,80,ACT,Cris Carter,Christopher,Carter,1965-11-25,75.0,208.0,,00-0002721,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tb52fk83tmdpmbzwliuk",CAR632736,,32004341-5263-2736-118c-c8f710d298e2,,,,,,,,,,34.0
2000,CLE,WR,WR,84,ACT,Darrin Chiaverini,Darrin,Chiaverini,1977-10-12,74.0,210.0,,00-0002942,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rggucotcwc2thchkgvg0",CHI077057,,32004348-4907-7057-44ab-47c3d3cf9dd8,,,,,,,,,,22.0
2000,NYJ,WR,WR,80,ACT,Wayne Chrebet,Wayne,Chrebet,1973-08-14,70.0,188.0,,00-0002962,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lcdhmtmk5j8jbvesqyn0",CHR062293,,32004348-5206-2293-3fe9-9fe6d490547e,,,,,,,,,,27.0
2000,ARI,WR,WR,82,ACT,Mac Cody,Macler,Cody,1972-08-07,69.0,170.0,,00-0003175,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hjwbiv7ewxn8ujf8yxvq",COD507576,,3200434f-4450-7576-9db0-5cb2379e75f2,,,,,,,,,,28.0
2000,WAS,WR,WR,83,ACT,Albert Connell,Gene,Connell,1974-05-13,72.0,179.0,,00-0003378,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sqcic4cp6meckcxitx3q",CON386729,,3200434f-4e38-6729-b0e2-af9c6f2db975,,,,,,,,,,26.0
2000,SD,WR,WR,80,ACT,Curtis Conway,Curtis,Conway,1971-01-13,73.0,196.0,,00-0003396,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xi2qseh2pqknw9xseuhw",CON757886,,3200434f-4e75-7886-6272-386995630659,,,,,,,,,,29.0
2000,DEN,WR,WR,81,CUT,Andre Cooper,Andre,Cooper,1975-06-21,74.0,210.0,,00-0003441,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trad18fmsupy90smc5gy",COO492532,,3200434f-4f49-2532-bf48-da4cfeff3539,,,,,,,,,,25.0
2000,DET,WR,WR,82,ACT,Germane Crowell,Germane,Crowell,1976-09-13,75.0,216.0,,00-0003700,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbrzbrc3yf1hl1zokhqi",CRO733900,,32004352-4f73-3900-5c47-5547cb62c061,,,,,,,,,,23.0
2000,BAL,WR,WR,86,ACT,Billy Davis,William,Davis,1972-07-06,73.0,205.0,,00-0003944,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ogis0bcpy1elld5ip2p0",DAV802056,,32004441-5680-2056-a158-a83da4baa683,,,,,,,,,,28.0
2000,NYG,WR,WR,82,ACT,Thabiti Davis,Thabiti,Davis,1975-03-24,74.0,205.0,,00-0004055,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rdyx2wmrbooxyjuw2uut",DAV768027,,32004441-5676-8027-3c3b-07542b8efba0,,,,,,,,,,25.0
2000,SEA,WR,WR,81,ACT,Sean Dawkins,Sean,Dawkins,1971-02-03,76.0,218.0,,00-0004077,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sgsfwpwyxftgqkaxg8rs",DAW202452,,32004441-5720-2452-e16f-4327f98e953d,,,,,,,,,,29.0
2000,DEN,WR,WR,85,RES,Chris Doering,Christopher,Doering,1973-05-19,76.0,195.0,,00-0004386,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xtw1oboswuuwpij5onvk",DOE677964,,3200444f-4567-7964-6910-73c7dc30e7d5,,,,,,,,,,27.0
2000,PHI,WR,WR,82,ACT,Dameane Douglas,Dameane,Douglas,1976-03-15,72.0,195.0,,00-0004463,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gy73ndsfeqibqgeniqk5",DOU233249,,3200444f-5523-3249-f390-de500501531d,,,,,,,,,,24.0
2000,GB,WR,WR,80,ACT,Donald Driver,Donald,Driver,1975-02-02,72.0,177.0,,00-0004541,1966,25b678cc-e81b-46b2-8fd7-34d78441a922,,1450,533,DrivDo00,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/meghf1spsre8cqmyobo7",DRI611685,,32004452-4961-1685-1588-a156d3654c00,,,,,,,,,,25.0
2000,NYJ,WR,WR,83,TRD,Damon Dunn,Damon,Dunn,1976-03-15,69.0,182.0,,00-0004633,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubys0cgdcdw4vw1trttc",DUN527300,,32004455-4e52-7300-77fd-8905e9c56a4a,,,,,,,,,,24.0
2000,CLE,WR,WR,87,CUT,Damon Dunn,Damon,Dunn,1976-03-15,69.0,182.0,,00-0004633,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ubys0cgdcdw4vw1trttc",DUN527300,,32004455-4e52-7300-77fd-8905e9c56a4a,,,,,,,,,,24.0
2000,OAK,WR,WR,88,ACT,David Dunn,David,Dunn,1972-06-10,75.0,220.0,,00-0004634,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bjv8dzqir9jvvk2uk9id",DUN530032,,32004455-4e53-0032-3f29-074915624765,,,,,,,,,,28.0
2000,ATL,WR,WR,83,ACT,Tim Dwight,Timothy,Dwight,1975-07-13,68.0,180.0,,00-0004673,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vbytsq96swkztalryyul",DWI237309,,32004457-4923-7309-7145-3ca86cf62fa2,,,,,,,,,,25.0
2000,TEN,WR,WR,87,RES,Kevin Dyson,Kevin,Dyson,1975-06-23,73.0,201.0,,00-0004694,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f6p5ssuugfkybzxoktlu",DYS462619,,32004459-5346-2619-dc99-d519add1d774,,,,,,,,,,25.0
2000,PIT,WR,WR,81,ACT,Troy Edwards,Troy,Edwards,1977-04-07,69.0,192.0,,00-0004780,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmoyydlwwxbfwhyidp0o",EDW724280,,32004544-5772-4280-7f37-c4971cdafab8,,,,,,,,,,23.0
2000,MIA,WR,WR,87,RES,Bert Emanuel,Bert,Emanuel,1970-10-26,70.0,185.0,,00-0004888,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lc3z0qk31ezffm2zex2w",EMA405343,,3200454d-4140-5343-a20f-92233ab5e769,,,,,,,,,,29.0
2000,CHI,WR,WR,81,RES,Bobby Engram,Simon,Engram,1973-01-07,70.0,185.0,,00-0004915,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u18aupjv3gtlivfcnkyv",ENG735656,,3200454e-4773-5656-5602-f65399daac35,,,,,,,,,,27.0
2000,ATL,WR,WR,86,ACT,Brian Finneran,Brian,Finneran,1976-01-31,77.0,208.0,,00-0005231,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyaqqmwgjyx6yfvxsipg",FIN583520,,32004649-4e58-3520-402c-d27b0be70001,,,,,,,,,,24.0
2000,GB,WR,WR,86,ACT,Antonio Freeman,Antonio,Freeman,1972-05-27,73.0,198.0,,00-0005562,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k13f45sxomyljubafc1d",FRE163572,,32004652-4516-3572-17a6-cf6bdfab9b37,,,,,,,,,,28.0
2000,WAS,WR,WR,86,ACT,Irving Fryar,Irving,Fryar,1962-09-28,72.0,198.0,,00-0005616,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f1cetjfdapgnqaeonxzy",FRY369148,,32004652-5936-9148-ba45-62efe4663112,,,,,,,,,,37.0
2000,MIA,WR,WR,86,ACT,Oronde Gadsden,Oronde,Gadsden,1971-08-20,74.0,215.0,,00-0005668,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfdzmimvhptrme2x72d3",GAD720784,,32004741-4472-0784-1b6d-ca39becf9d93,,,,,,,,,,29.0
2000,DAL,WR,WR,84,RES,Joey Galloway,Joseph,Galloway,1971-11-20,71.0,188.0,,00-0005720,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pfioccpzeifhnunjtdy2",GAL752888,,32004741-4c75-2888-2534-f926e3c8de76,,,,,,,,,,28.0
2000,ATL,WR,WR,87,RES,Jammi German,Jammi,German,1974-07-04,73.0,192.0,,00-0005903,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sepwnogd7mrun8krnqlv",GER507348,,32004745-5250-7348-fd0d-233f7868df74,,,,,,,,,,26.0
2000,NE,WR,WR,88,ACT,Terry Glenn,Terry,Glenn,1974-07-23,71.0,195.0,,00-0006043,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uaafdatd9hccayjfwh1e",GLE390120,,3200474c-4539-0120-466d-90638a249e44,,,,,,,,,,26.0
2000,SD,WR,WR,81,ACT,Jeff Graham,Jeffrey,Graham,1969-02-14,74.0,206.0,,00-0006210,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqzq4wjc9gvcgexxi6pj",GRA207028,,32004752-4120-7028-3d70-093b94b9d681,,,,,,,,,,31.0
2000,IND,WR,WR,84,ACT,E.G. Green,Ernest,Green,1975-06-28,71.0,190.0,,00-0006322,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtbcqmdmlas1cq5kuck8",GRE195693,,32004752-4519-5693-632a-cd2cc9a3126c,,,,,,,,,,25.0
2000,TB,WR,WR,81,ACT,Jacquez Green,D'Tanyian,Green,1976-01-15,69.0,168.0,,00-0006331,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/krmknzzctlbj0sjnsmrv",GRE183760,,32004752-4518-3760-de90-0e8a851b5f9a,,,,,,,,,,24.0
2000,CIN,WR,WR,87,ACT,Damon Griffin,Damon,Griffin,1976-06-14,69.0,186.0,,00-0006431,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lelc809on2tzhjbf51cu",GRI089661,,32004752-4908-9661-4739-3917072e7b72,,,,,,,,,,24.0
2000,STL,WR,WR,81,ACT,Az-Zahir Hakim,Az-Zahir,Hakim,1977-06-03,70.0,178.0,,00-0006627,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mejrrdu6zfd1muziriw6",HAK307681,,32004841-4b30-7681-6712-8c8b8f8b9253,,,,,,,,,,23.0
2000,CAR,WR,WR,14,ACT,Karl Hankton,Karl,Hankton,1970-07-24,74.0,202.0,,00-0006777,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nukbfreg0xsavltanzcy",HAN179955,,32004841-4e17-9955-de6e-1cdbe2d065fd,,,,,,,,,,30.0
2000,IND,WR,WR,88,ACT,Marvin Harrison,Marvin,Harrison,1972-08-25,72.0,181.0,,00-0007024,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fni7z2tqhhaq5kbe5a0s",HAR608874,,32004841-5260-8874-cb46-5e045899dea1,,,,,,,,,,28.0
2000,TB,WR,WR,88,CUT,Andre Hastings,Andre,Hastings,1971-11-07,73.0,190.0,,00-0007093,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tt2bbaqdihadpecpqhuv",HAS594306,,32004841-5359-4306-9b3d-433c4f5ba3f7,,,,,,,,,,28.0
2000,MIN,WR,WR,89,ACT,Matt Hatchette,Matthew,Hatchette,1974-05-01,74.0,204.0,,00-0007103,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/plvdp70sewyh07u1gagw",HAT321966,,32004841-5432-1966-16fd-0c908e08788f,,,,,,,,,,26.0
2000,PIT,WR,WR,88,ACT,Courtney Hawkins,Courtney,Hawkins,1969-12-12,69.0,190.0,,00-0007120,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/utgzfxhrl49iw2likcot",HAW321216,,32004841-5732-1216-fd60-954bd7078925,,,,,,,,,,30.0
2000,CAR,WR,WR,81,ACT,Donald Hayes,Donald,Hayes,1975-07-13,76.0,208.0,,00-0007144,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hveufttffdrcsevdxy2j",HAY108762,,32004841-5910-8762-feb3-3d2a6ecfcbfb,,,,,,,,,,25.0
2000,NYG,WR,WR,88,ACT,Ike Hilliard,Isaac,Hilliard,1976-04-05,71.0,195.0,,00-0007468,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wgkoowevnhqjpwpqu87l",HIL717184,,32004849-4c71-7184-1e2a-e09eaef44c59,,,,,,,,,,24.0
2000,STL,WR,WR,88,ACT,Torry Holt,Torry,Holt,1976-06-05,72.0,190.0,,00-0007681,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7nfvf7fw2xznh3e1rbt",HOL771651,,3200484f-4c77-1651-2d34-508fc60896f5,,,,,,,,,,24.0
2000,NO,WR,WR,87,ACT,Joe Horn,Joseph,Horn,1972-01-16,73.0,206.0,,00-0007744,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkzzf0q8bxid4peyyobl",HOR138427,,3200484f-5213-8427-c7fb-15f4c6d32fa0,,,,,,,,,,28.0
2000,STL,WR,WR,82,ACT,Tony Horne,Antonio,Horne,1976-03-21,69.0,173.0,,00-0007749,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uomnpykzzuqtzzxeu3x0",HOR338293,,3200484f-5233-8293-3bc8-f031b9c08dd2,,,,,,,,,,24.0
2000,DET,WR,WR,80,ACT,Desmond Howard,Desmond,Howard,1970-05-15,70.0,185.0,,00-0007798,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lplsoxpz5hxr7yy1td9k",HOW134966,,3200484f-5713-4966-98d2-fde0975d096f,,,,,,,,,,30.0
2000,BAL,WR,WR,87,ACT,Qadry Ismail,Qadry,Ismail,1970-11-08,72.0,200.0,,00-0008059,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ba06akhajd7zkxe3mefp",ISM059326,,32004953-4d05-9326-d9aa-f064f574912e,,,,,,,,,,29.0
2000,DAL,WR,WR,81,RES,Raghib Ismail,Raghib,Ismail,1969-11-18,71.0,190.0,,00-0008060,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo0apk9npziklsrfwb30",ISM070576,,32004953-4d07-0576-73d3-0ac158a1e8fa,,,,,,,,,,30.0
2000,TEN,WR,WR,84,RES,Chris Jackson,Christopher,Jackson,1975-02-26,73.0,203.0,,00-0008109,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ikhlm3vgujgwns8a8cjv",JAC087266,,32004a41-4308-7266-a373-1ec929ba50a4,,,,,,,,,,25.0
2000,CLE,WR,WR,81,RES,Lenzie Jackson,Lenzie,Jackson,1977-06-17,72.0,184.0,,00-0008156,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b7jovhxy05tc72ifrnj4",JAC349453,,32004a41-4334-9453-5422-d35b8bfda6df,,,,,,,,,,23.0
2000,NO,WR,WR,88,ACT,Willie Jackson,Willie,Jackson,1971-08-16,73.0,212.0,,00-0008210,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiidop8vptrkipivr7ba",JAC672586,,32004a41-4367-2586-d8bc-f12c9496bc33,,,,,,,,,,29.0
2000,SD,WR,WR,89,TRC,Nate Jacquet,Nathaniel,Jacquet,1975-09-02,72.0,185.0,,00-0008229,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hb6mjv02t3tx4jhpnsrw",JAC808006,,32004a41-4380-8006-8532-b9f4b019b131,,,,,,,,,,24.0
2000,MIN,WR,WR,83,ACT,Nate Jacquet,Nathaniel,Jacquet,1975-09-02,72.0,185.0,,00-0008229,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hb6mjv02t3tx4jhpnsrw",JAC808006,,32004a41-4380-8006-8532-b9f4b019b131,,,,,,,,,,24.0
2000,CAR,WR,WR,83,RES,Patrick Jeffers,Patrick,Jeffers,1973-02-02,75.0,218.0,,00-0008300,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uif3iqebqlddxpovavzd",JEF095384,,32004a45-4609-5384-c8fc-2412e970186a,,,,,,,,,,27.0
2000,ATL,WR,WR,84,ACT,Shawn Jefferson,Vanchi,Jefferson,1969-02-22,71.0,180.0,,00-0008313,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jctxmibkhfjtrcms8qjc",JEF449895,,32004a45-4644-9895-ac45-a3133fd251ed,,,,,,,,,,31.0
2000,ARI,WR,WR,19,ACT,MarTay Jenkins,MarTay,Jenkins,1975-02-28,72.0,201.0,,00-0008357,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihmw6wquw6ltwkv9faym",JEN397575,,32004a45-4e39-7575-4db3-07d3b9b56947,,,,,,,,,,25.0
2000,OAK,WR,WR,82,ACT,James Jett,James,Jett,1970-12-28,70.0,170.0,,00-0008400,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adqgmo5pmowzs7vk4qcx",JET633634,,32004a45-5463-3634-239e-32195586c7c4,,,,,,,,,,29.0
2000,PHI,WR,WR,81,ACT,Charles Johnson,Charles,Johnson,1972-01-03,72.0,200.0,,00-0008454,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zhegs7umppomxakfo8yj",JOH118334,,32004a4f-4811-8334-1cf7-bed77680530c,,,,,,,,,,28.0
2000,CLE,WR,WR,85,ACT,Kevin Johnson,Kevin,Johnson,1976-07-15,70.0,195.0,,00-0008560,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lr8rbensv8xvwd8sdue2",JOH399248,,32004a4f-4839-9248-ca11-a7e07d215c2f,,,,,,,,,,24.0
2000,TB,WR,WR,19,ACT,Keyshawn Johnson,Keyshawn,Johnson,1972-07-22,76.0,212.0,,00-0008561,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oq8amqfd5dkugc2mdmsk",JOH399395,,32004a4f-4839-9395-d7fc-5b3976e18692,,,,,,,,,,28.0
2000,PIT,WR,WR,83,TRD,Malcolm Johnson,Malcolm,Johnson,1977-08-27,77.0,215.0,,00-0008575,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ijzzyssojlp2tbp8vlro",JOH488421,,32004a4f-4848-8421-2fdc-0cc5e8d2fb08,,,,,,,,,,23.0
2000,NYJ,WR,WR,82,CUT,Malcolm Johnson,Malcolm,Johnson,1977-08-27,77.0,215.0,,00-0008575,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ijzzyssojlp2tbp8vlro",JOH488421,,32004a4f-4848-8421-2fdc-0cc5e8d2fb08,,,,,,,,,,23.0
2000,BAL,WR,WR,83,ACT,Pat Johnson,Patrick,Johnson,1976-08-10,70.0,180.0,,00-0008598,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bhpufy3mq9irmt3jp0in",JOH570510,,32004a4f-4857-0510-3fbb-55a70655e5a6,,,,,,,,,,24.0
2000,NO,WR,WR,19,CUT,Charlie Jones,Charlie,Jones,1972-12-01,68.0,175.0,,00-0008704,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg3do6v7wulxxotxtsw0",JON161117,,32004a4f-4e16-1117-fd86-236f43493afa,,,,,,,,,,27.0
2000,IND,WR,WR,15,CUT,Isaac Jones,Isaac,Jones,1975-12-07,72.0,190.0,,00-0008763,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/neuy89dusrqe6sagkcjr",JON403623,,32004a4f-4e40-3623-9218-70c35562bc58,,,,,,,,,,24.0
